ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0451209907,Quentins,Maeve Binchy,2003,Signet Book,http://images.amazon.com/images/P/0451209907.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451209907.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451209907.01.LZZZZZZZ.jpg
0449221512,I Is For Innocent,Sue Grafton,1994,Fawcett Books,http://images.amazon.com/images/P/0449221512.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221512.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221512.01.LZZZZZZZ.jpg
0385318073,Evening Class,Maeve Binchy,1997,Dell,http://images.amazon.com/images/P/0385318073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385318073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385318073.01.LZZZZZZZ.jpg
1400031362,Morality For Beautiful Girls (No.1 Ladies Detective Agency),Alexander Mccall Smith,2002,Anchor,http://images.amazon.com/images/P/1400031362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400031362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400031362.01.LZZZZZZZ.jpg
0449223612,N Is For Noose,Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449223612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449223612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449223612.01.LZZZZZZZ.jpg
0156012197,The Little Prince,Antoine De Saint-Exupã©Ry,2000,Harvest Books,http://images.amazon.com/images/P/0156012197.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156012197.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156012197.01.LZZZZZZZ.jpg
0449221180,Native Tongue,Carl Hiaasen,1992,Fawcett Books,http://images.amazon.com/images/P/0449221180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221180.01.LZZZZZZZ.jpg
0440998050,A Wrinkle In Time,Madeleine L'Engle,1976,Laure Leaf,http://images.amazon.com/images/P/0440998050.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440998050.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440998050.01.LZZZZZZZ.jpg
155874424X,Chicken Soup For The Soul At Work (Chicken Soup For The Soul Series (Paper)),Jack Canfield,1996,Health Communications,http://images.amazon.com/images/P/155874424X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/155874424X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/155874424X.01.LZZZZZZZ.jpg
1565122968,Gap Creek: A Novel,Robert Morgan,2000,Algonquin Books of Chapel Hill,http://images.amazon.com/images/P/1565122968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565122968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565122968.01.LZZZZZZZ.jpg
0804115613,Fried Green Tomatoes At The Whistle Stop Cafe,Fannie Flagg,2000,Ballantine Books,http://images.amazon.com/images/P/0804115613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804115613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804115613.01.LZZZZZZZ.jpg
0679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA,http://images.amazon.com/images/P/0679745203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679745203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679745203.01.LZZZZZZZ.jpg
0345449347,The Fourth Hand,John Irving,2002,Ballantine Books,http://images.amazon.com/images/P/0345449347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345449347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345449347.01.LZZZZZZZ.jpg
0375701907,Straight Man : A Novel (Vintage Contemporaries),Richard Russo,1998,Vintage,http://images.amazon.com/images/P/0375701907.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375701907.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375701907.01.LZZZZZZZ.jpg
034543479X,A Widow For One Year,John Irving,2001,Fawcett,http://images.amazon.com/images/P/034543479X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034543479X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034543479X.01.LZZZZZZZ.jpg
0375705198,Amy And Isabelle : A Novel,Elizabeth Strout,2000,Vintage,http://images.amazon.com/images/P/0375705198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375705198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375705198.01.LZZZZZZZ.jpg
0894808249,All I Need To Know I Learned From My Cat,Suzy Becker,1990,Workman Publishing,http://images.amazon.com/images/P/0894808249.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894808249.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894808249.01.LZZZZZZZ.jpg
0679412956,Lasher,Anne Rice,1993,Alfred A. Knopf,http://images.amazon.com/images/P/0679412956.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679412956.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679412956.01.LZZZZZZZ.jpg
0439139600,Harry Potter And The Goblet Of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks,http://images.amazon.com/images/P/0439139600.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439139600.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439139600.01.LZZZZZZZ.jpg
0552143774,Horse Whisperer,Nicholas Evans,0,Bantam Doubleday Dell,http://images.amazon.com/images/P/0552143774.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0552143774.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0552143774.01.LZZZZZZZ.jpg
0142004278,Big Fish,Daniel Wallace,2003,Penguin USA (Paper),http://images.amazon.com/images/P/0142004278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142004278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142004278.01.LZZZZZZZ.jpg
0451192036,Black Like Me,John Howard Griffin,1996,Signet Book,http://images.amazon.com/images/P/0451192036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451192036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451192036.01.LZZZZZZZ.jpg
0671670689,Dawn (Cutler),V.C. Andrews,1990,Pocket,http://images.amazon.com/images/P/0671670689.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671670689.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671670689.01.LZZZZZZZ.jpg
0671011375,Death Du Jour,Kathy Reichs,2000,Pocket,http://images.amazon.com/images/P/0671011375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671011375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671011375.01.LZZZZZZZ.jpg
0515126489,Critical Mass,Steven Paul Martini,1999,Jove Books,http://images.amazon.com/images/P/0515126489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515126489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515126489.01.LZZZZZZZ.jpg
0399142851,Unnatural Exposure,Patricia Daniels Cornwell,1997,Putnam Pub Group,http://images.amazon.com/images/P/0399142851.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399142851.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399142851.01.LZZZZZZZ.jpg
0399146253,The Last Precinct,Patricia Daniels Cornwell,2000,Putnam Publishing Group,http://images.amazon.com/images/P/0399146253.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146253.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146253.01.LZZZZZZZ.jpg
0316693294,Cat And Mouse,James Patterson,1997,Replica Books,http://images.amazon.com/images/P/0316693294.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693294.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693294.01.LZZZZZZZ.jpg
0553574663,The Grilling Season,Diane Mott Davidson,1998,Bantam Books,http://images.amazon.com/images/P/0553574663.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574663.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574663.01.LZZZZZZZ.jpg
0553279378,I Know Why The Caged Bird Sings,Maya Angelou,1983,Bantam,http://images.amazon.com/images/P/0553279378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553279378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553279378.01.LZZZZZZZ.jpg
0425083837,The Hunt For Red October,Tom Clancy,1985,Berkley Publishing Group,http://images.amazon.com/images/P/0425083837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425083837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425083837.01.LZZZZZZZ.jpg
0553292722,Still Waters,Tami Hoag,1992,Bantam,http://images.amazon.com/images/P/0553292722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553292722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553292722.01.LZZZZZZZ.jpg
0380721643,Track Of The Cat (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1994,Avon Books,http://images.amazon.com/images/P/0380721643.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380721643.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380721643.01.LZZZZZZZ.jpg
0345354621,The Terminal Man,Michael Crichton,1988,Ballantine Books,http://images.amazon.com/images/P/0345354621.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345354621.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345354621.01.LZZZZZZZ.jpg
0446391301,Geek Love,Katherine Dunn,1993,Warner Books,http://images.amazon.com/images/P/0446391301.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446391301.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446391301.01.LZZZZZZZ.jpg
0440224705,Hard Time (V.I. Warshawski Novels (Paperback)),Sara Paretsky,2000,Dell,http://images.amazon.com/images/P/0440224705.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224705.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224705.01.LZZZZZZZ.jpg
0312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312983867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312983867.01.LZZZZZZZ.jpg
0345459202,Big Stone Gap,Adriana Trigiani,2003,Fawcett Books,http://images.amazon.com/images/P/0345459202.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345459202.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345459202.01.LZZZZZZZ.jpg
0684800713,Sun Also Rises,Ernest Hemingway,1995,Scribner,http://images.amazon.com/images/P/0684800713.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684800713.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684800713.01.LZZZZZZZ.jpg
1400031346,The No. 1 Ladies' Detective Agency,Alexander Mccall Smith,2002,Anchor (UK),http://images.amazon.com/images/P/1400031346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400031346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400031346.01.LZZZZZZZ.jpg
0316781142,The Last Time They Met : A Novel,Anita Shreve,2001,"Little, Brown",http://images.amazon.com/images/P/0316781142.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316781142.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316781142.01.LZZZZZZZ.jpg
0345389417,Servant Of The Bones,Anne Rice,1998,Ballantine Books,http://images.amazon.com/images/P/0345389417.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345389417.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345389417.01.LZZZZZZZ.jpg
0425147584,Debt Of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425147584.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147584.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147584.01.LZZZZZZZ.jpg
0684853523,On Writing,Stephen King,2000,Scribner,http://images.amazon.com/images/P/0684853523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684853523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684853523.01.LZZZZZZZ.jpg
0345339495,Nerilka'S Story (Dragonriders Of Pern (Paperback)),Anne Mccaffrey,1995,Del Rey Books,http://images.amazon.com/images/P/0345339495.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339495.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339495.01.LZZZZZZZ.jpg
0452283442,The Darwin Awards: Evolution In Action,Wendy Northcutt,2002,Plume Books,http://images.amazon.com/images/P/0452283442.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452283442.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452283442.01.LZZZZZZZ.jpg
0345404319,Taltos: Lives Of The Mayfair Witches,Anne Rice,1996,Ballantine Books,http://images.amazon.com/images/P/0345404319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345404319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345404319.01.LZZZZZZZ.jpg
0451168615,Skeleton Crew,Stephen King,1986,Signet Book,http://images.amazon.com/images/P/0451168615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451168615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451168615.01.LZZZZZZZ.jpg
1853260010,Wuthering Heights (Wordsworth Classics),Emily Bronte,1997,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260010.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260010.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260010.01.LZZZZZZZ.jpg
1853260002,Pride & Prejudice (Wordsworth Classics),Jane Austen,1997,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260002.01.LZZZZZZZ.jpg
0553560735,Red Mars (Mars Trilogy),Kim Stanley Robinson,1993,Bantam,http://images.amazon.com/images/P/0553560735.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553560735.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553560735.01.LZZZZZZZ.jpg
0684853507,Bag Of Bones : A Novel,Stephen King,1998,Scribner,http://images.amazon.com/images/P/0684853507.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684853507.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684853507.01.LZZZZZZZ.jpg
0670865796,The Deep End Of The Ocean (Oprah'S Book Club (Hardcover)),Jacquelyn Mitchard,1996,Penguin USA,http://images.amazon.com/images/P/0670865796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670865796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670865796.01.LZZZZZZZ.jpg
0316603570,3Rd Degree,James Patterson,2004,"Little, Brown",http://images.amazon.com/images/P/0316603570.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316603570.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316603570.01.LZZZZZZZ.jpg
0425192725,Q Is For Quarry,Sue Grafton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425192725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425192725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425192725.01.LZZZZZZZ.jpg
0380792745,The Lust Lizard Of Melancholy Cove,Christopher Moore,2000,Perennial,http://images.amazon.com/images/P/0380792745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380792745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380792745.01.LZZZZZZZ.jpg
0375412530,Back When We Were Grownups: A Novel,Anne Tyler,2001,Knopf,http://images.amazon.com/images/P/0375412530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375412530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375412530.01.LZZZZZZZ.jpg
0553569031,Gone But Not Forgotten,Phillip M. Margolin,1994,Bantam,http://images.amazon.com/images/P/0553569031.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569031.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569031.01.LZZZZZZZ.jpg
0804114609,Patty Jane'S House Of Curl,Lorna Landvik,1999,Ivy Books,http://images.amazon.com/images/P/0804114609.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804114609.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804114609.01.LZZZZZZZ.jpg
039915079X,The Teeth Of The Tiger,Tom Clancy,2003,G. P. Putnam's Sons,http://images.amazon.com/images/P/039915079X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039915079X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039915079X.01.LZZZZZZZ.jpg
0385729340,The Second Summer Of The Sisterhood,Ann Brashares,2003,Delacorte Books for Young Readers,http://images.amazon.com/images/P/0385729340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385729340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385729340.01.LZZZZZZZ.jpg
0517122707,A Confederacy Of Dunces,John Kennedy Toole,1995,Outlet Books Company,http://images.amazon.com/images/P/0517122707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517122707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517122707.01.LZZZZZZZ.jpg
031298328X,Full Tilt (Janet Evanovich'S Full Series),Janet Evanovich,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/031298328X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031298328X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031298328X.01.LZZZZZZZ.jpg
0451205626,Cold Paradise (Stone Barrington Novels (Paperback)),Stuart Woods,2002,Signet Book,http://images.amazon.com/images/P/0451205626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451205626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451205626.01.LZZZZZZZ.jpg
0345423135,The Magic Circle,Katherine Neville,1999,Ballantine Books,http://images.amazon.com/images/P/0345423135.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345423135.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345423135.01.LZZZZZZZ.jpg
0891073906,This Present Darkness,Frank E. Peretti,1986,Crossway Books,http://images.amazon.com/images/P/0891073906.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0891073906.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0891073906.01.LZZZZZZZ.jpg
0380728133,Bloodsucking Fiends: A Love Story,Christopher Moore,1996,Perennial,http://images.amazon.com/images/P/0380728133.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380728133.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380728133.01.LZZZZZZZ.jpg
0449003981,A Patchwork Planet (Ballantine Reader'S Circle),Anne Tyler,1999,Ballantine Books,http://images.amazon.com/images/P/0449003981.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449003981.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449003981.01.LZZZZZZZ.jpg
0345435168,Open House (Oprah'S Book Club (Paperback)),Elizabeth Berg,2001,Ballantine Books,http://images.amazon.com/images/P/0345435168.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345435168.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345435168.01.LZZZZZZZ.jpg
0380730847,The Forgotten (Peter Decker & Rina Lazarus Novels (Paperback)),Faye Kellerman,2002,Avon,http://images.amazon.com/images/P/0380730847.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380730847.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380730847.01.LZZZZZZZ.jpg
0345441265,The Ladies Auxiliary (Ballantine Reader'S Circle),Tova Mirvis,2000,Ballantine Books,http://images.amazon.com/images/P/0345441265.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345441265.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345441265.01.LZZZZZZZ.jpg
0440221595,The Glass Lake,Maeve Binchy,1996,Dell,http://images.amazon.com/images/P/0440221595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.LZZZZZZZ.jpg
0525947299,No Second  Chance,Harlan Coben,2003,Dutton Books,http://images.amazon.com/images/P/0525947299.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525947299.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525947299.01.LZZZZZZZ.jpg
0671038443,The Devil'S Teardrop,Jeffery Deaver,2000,Pocket,http://images.amazon.com/images/P/0671038443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671038443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671038443.01.LZZZZZZZ.jpg
0440222656,The Horse Whisperer,Nicholas Evans,1996,Dell,http://images.amazon.com/images/P/0440222656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440222656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440222656.01.LZZZZZZZ.jpg
0316899984,"River, Cross My Heart",Breena Clarke,1999,Little Brown & Company,http://images.amazon.com/images/P/0316899984.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316899984.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316899984.01.LZZZZZZZ.jpg
014029628X,Girl In Hyacinth Blue,Susan Vreeland,2000,Penguin Books,http://images.amazon.com/images/P/014029628X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014029628X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014029628X.01.LZZZZZZZ.jpg
044922046X,Catering To Nobody,Diane Mott Davidson,1995,Fawcett Books,http://images.amazon.com/images/P/044922046X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044922046X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044922046X.01.LZZZZZZZ.jpg
0425181685,Narcissus In Chains (Anita Blake Vampire Hunter (Hardcover)),Laurell K. Hamilton,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425181685.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425181685.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425181685.01.LZZZZZZZ.jpg
